Date,RECORD,SO2_Avg,NO_Avg,NO2_Avg,NOx_Avg,PM10_Avg,PM25_Avg,Line_Volts_Avg,Batt_Volt_Min,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,WS_ms_Max,Temperature_(degC),Elev
2011-08-17 12:45:00,0,4.251899,5.159317,7.103784,9.903814,53.77097,7.051931,229.3744,11.76831,4.290061,294.5582,15.09508,6.991211,325.2229,-11.22108
2011-08-17 12:50:00,1,4.78598,5.482531,8.178858,11.32457,62.95923,7.280082,229.3388,11.7738,3.272707,276.5665,26.51595,8.113591,325.3376,-20.82758
2011-08-17 12:55:00,2,4.696102,4.291653,7.707,9.549489,94.77588,7.325021,229.2273,11.77929,2.669597,285.5751,18.05341,6.666667,325.2745,-11.80526
2011-08-17 13:00:00,3,4.179202,4.336486,7.684332,9.818873,57.54271,7.212489,229.0307,11.78399,3.19991,289.8709,12.47749,6.551725,325.5999,-17.77687
2011-08-17 13:05:00,4,4.043936,5.054915,8.020468,10.76135,66.7249,7.301551,228.8363,11.77738,4.049133,287.6166,13.12717,7.410413,325.7523,-18.68559
2011-08-17 13:10:00,5,3.459419,4.650013,7.705101,9.996431,61.30358,7.165929,228.6519,11.77602,3.457968,261.7226,14.28685,5.152131,325.5616,-20.73021
2011-08-17 13:15:00,6,3.908389,4.851792,8.131247,10.55714,57.57012,7.16538,228.5051,11.77536,4.134776,264.2031,22.4435,6.22042,326.0669,-26.45841
2011-08-17 13:20:00,7,2.807729,5.166221,7.839179,10.55706,56.64874,7.187786,228.3164,11.77532,3.938472,295.2534,14.55435,5.949967,325.778,-14.12575
2011-08-17 13:25:00,8,2.807727,5.211142,8.423182,11.29829,79.42498,7.008087,228.1725,11.77532,3.397566,255.0991,14.39908,6.044625,325.9669,-16.1217
2011-08-17 13:30:00,9,3.728662,4.739443,8.28841,10.53459,56.58132,7.030549,227.9928,11.77532,3.807528,242.7908,13.71768,5.530765,326.2571,-12.21095
2011-08-17 13:35:00,10,2.538185,4.424978,7.592094,9.613658,63.8814,7.16532,227.8347,11.77532,3.069642,280.5981,15.61035,5.638946,325.8997,-10.13387
2011-08-17 13:40:00,11,2.088949,4.784367,7.457323,9.905661,48.65229,7.16532,227.6766,11.77532,4.19991,267.2927,13.37329,6.355647,326.254,-16.3651
2011-08-17 13:45:00,12,2.021476,4.671867,7.501935,9.725574,59.29658,7.299772,227.5087,11.77438,3.459054,265.9085,19.1194,5.902637,326.1861,-21.71123
2011-08-17 13:50:00,13,2.448097,4.60421,6.850175,9.073669,67.64827,7.231988,227.334,11.76258,3.166508,258.4783,11.20805,4.981591,326.1075,-0.9837799
2011-08-17 13:55:00,14,2.605149,4.716218,7.164161,9.454895,4.873469,7.141703,227.187,11.75696,3.443317,256.3146,14.00164,6.826652,326.511,-15.87687
2011-08-17 14:00:00,15,2.537759,5.322557,6.894621,9.971374,49.92424,7.253949,227.0383,11.75688,4.092603,257.8405,17.3385,5.812784,326.3406,-6.273724
2011-08-17 14:05:00,16,2.807188,4.716051,6.714758,9.050325,56.99682,6.400372,226.8768,11.75596,3.271602,267.6646,15.46331,6.786078,326.3906,-16.85027
2011-08-17 14:10:00,17,1.661682,4.08686,5.973101,7.387787,30.13505,5.681182,226.7656,11.74954,2.700913,292.7092,17.84013,5.731668,326.6343,-2.672504
2011-08-17 14:15:00,18,3.907055,4.154054,6.332126,7.859022,57.3933,5.52377,226.6272,11.74942,3.899517,249.5997,16.92026,7.191621,326.8673,0.052742
2011-08-17 14:20:00,19,4.041767,5.366569,7.118001,10.12687,46.18842,5.658474,226.515,11.74941,2.57831,267.7857,22.92299,4.616426,326.4755,-26.92469
2011-08-17 14:25:00,20,3.862132,4.872574,6.466826,8.936794,68.95702,5.523747,226.3712,11.74941,3.095412,270.2192,16.52393,5.920228,326.5982,-23.73408
2011-08-17 14:30:00,21,3.233413,4.625577,6.601552,8.712252,60.85104,5.636018,226.2706,11.74393,3.858742,253.1527,12.39089,7.076112,326.6294,-24.61015
2011-08-17 14:35:00,22,2.874145,4.086675,5.972832,7.409905,21.30909,5.546202,226.1377,11.74393,1.787298,260.6711,36.55011,4.11557,326.4108,-19.00465
2011-08-17 14:40:00,23,3.704796,5.52352,6.960532,10.21627,23.48616,5.568422,225.9915,11.74312,3.444839,266.9008,14.85262,5.513524,326.6138,-12.72966
2011-08-17 14:45:00,24,3.547497,5.253882,7.274615,10.28324,28.46982,5.568231,225.8686,11.74257,3.764416,266.2028,12.60831,5.797301,326.6788,-24.3081
2011-08-17 14:50:00,25,4.041152,5.635173,7.363886,10.61927,57.4741,5.635162,225.7332,11.74199,2.718243,256.5023,15.28801,4.168919,326.7094,-14.91891
2011-08-17 14:55:00,26,4.041032,4.894154,6.241164,8.261702,44.94527,5.500292,225.6262,11.73595,1.297748,244.0235,57.37758,3.445946,326.3441,-41.46486
2011-08-17 15:00:00,27,4.108078,4.108077,6.038638,7.475335,23.61593,5.567229,225.4656,11.7352,2.091442,216.4426,18.0244,4.560811,326.6324,-14.62702
2011-08-17 15:05:00,28,4.467012,4.19764,6.756628,8.350383,18.67614,5.948527,225.3814,11.74006,2.48446,229.1705,32.87059,4.837838,326.7991,-13.75135
2011-08-17 15:10:00,29,4.040417,4.287331,6.195306,7.991046,50.55009,6.127965,225.29,11.73998,1.929054,227.567,18.66686,3.743244,326.9212,-9.745937
2011-08-17 15:15:00,30,4.28732,4.534234,6.46465,8.641979,41.66108,6.015716,225.1853,11.73998,2.343469,219.6642,10.19519,3.878379,326.6996,-2.854046
2011-08-17 15:20:00,31,4.040406,4.197532,5.858588,7.13805,49.29295,6.083055,225.0883,11.73449,3.880631,240.9723,13.58652,6.662163,326.6401,-7.556751
2011-08-17 15:25:00,32,4.040406,4.085299,5.566781,6.823796,36.90237,6.060608,224.9698,11.73449,3.236036,226.9149,13.7168,4.864865,326.5045,-15.58378
2011-08-17 15:30:00,33,3.905725,4.197532,6.015715,7.497197,40.06736,6.083055,224.9123,11.73449,2.013063,231.2757,36.56466,3.398649,326.786,-21.87567
2011-08-17 15:35:00,34,3.367004,4.152639,5.791247,7.13805,59.93268,6.083055,224.8369,11.73449,2.199775,210.9841,16.97574,3.756757,326.836,-19.65405
2011-08-17 15:40:00,35,3.187431,3.973065,5.140294,6.105501,80.26939,6.083055,224.7543,11.73449,2.543018,197.1618,25.12233,6.520271,326.8432,-11.98378
2011-08-17 15:45:00,36,4.152639,5.050507,7.54209,10.21325,14.81482,5.387207,224.6753,11.73998,3.566892,248.161,12.88805,5.614865,326.9586,-19.55675
2011-08-17 15:50:00,37,3.838385,5.342314,7.429857,10.46016,43.38947,6.127948,224.6034,11.72901,2.956532,262.032,12.36436,4.45946,326.8599,-23.72432
2011-08-17 15:55:00,38,3.815938,4.444446,6.442202,7.991024,44.08531,6.127948,224.5388,11.72901,2.246397,232.5611,9.165829,4.013514,326.7257,-11.0108
2011-08-17 16:00:00,39,3.793492,4.287319,6.419755,8.080812,47.76657,6.172842,224.467,11.72901,3.065766,237.08,8.222404,4.614865,326.7667,-19.15134
2011-08-17 16:05:00,40,3.726152,4.197532,6.150395,7.676771,31.06623,14.56791,224.4275,11.72901,3.415316,245.8269,7.246721,5.405406,326.6986,-24.61621
2011-08-17 16:10:00,41,4.040406,4.89338,7.60943,10.01123,36.70035,22.94052,224.3951,11.72901,1.755406,245.4125,22.76471,3.324325,326.8126,-7.248642
2011-08-17 16:15:00,42,4.040406,4.579126,7.115603,9.180698,74.119,22.94052,224.3305,11.72353,2.808109,246.2879,14.43899,5.067568,326.7793,-24.3081
2011-08-17 16:20:00,43,4.242426,5.409654,8.552191,11.51515,55.01685,23.00786,224.3233,11.72353,2.934235,246.9011,11.63158,4.155406,326.7459,-21.24324
2011-08-17 16:25:00,44,4.534209,6.150371,8.507258,12.41297,62.55862,22.9853,224.2683,11.72313,3.521397,269.3741,10.85971,4.939189,326.6031,-15.5027
2011-08-17 16:30:00,45,4.130123,6.397199,8.59694,12.63728,97.48439,23.02993,224.2119,11.72309,3.152252,248.9865,14.90675,4.168919,326.5761,-22.92973
2011-08-17 16:35:00,46,5.925673,6.77861,9.539443,14.02859,67.8086,22.93954,224.2058,11.72267,1.918244,268.0574,21.43001,3.162163,326.5428,-19.13513
2011-08-17 16:40:00,47,5.588617,5.22951,8.887911,11.73833,45.29256,22.91558,224.1445,11.72194,2.225901,262.3889,16.83908,4.243244,326.6793,-22.02162
2011-08-17 16:45:00,48,7.563693,6.778098,9.404097,13.60111,89.41765,22.93797,224.0827,11.72175,3.505405,261.1767,12.99127,4.412163,326.5009,-24.37297
2011-08-17 16:50:00,49,8.483796,10.00999,12.2095,19.84044,66.32179,23.00503,224.0803,11.72175,2.632433,264.9472,11.1935,3.662163,326.4928,-22.67027
2011-08-17 16:55:00,50,7.38378,6.822707,10.50337,14.992,66.05005,22.93685,224.0719,11.72157,2.335135,255.1882,14.74479,3.608109,326.441,-17.8054
2011-08-17 17:00:00,51,13.80252,5.004811,9.785192,12.29882,93.65505,23.11639,224.0719,11.72155,2.533559,237.0088,8.593444,3.554054,326.409,-13.0054
2011-08-17 17:05:00,52,15.84501,5.835279,10.84015,14.45353,102.5214,44.59519,224.1645,11.7216,1.795721,237.1409,15.19987,2.783784,326.4581,-9.972965
2011-08-17 17:10:00,53,16.24956,7.541235,12.43405,17.68598,136.9768,65.94096,224.2301,11.71661,1.925225,243.6087,11.5518,2.891892,326.5369,-9.713505
2011-08-17 17:15:00,54,15.30728,8.124999,14.43196,20.11048,147.1924,65.69565,224.3036,11.72182,2.085586,254.3651,9.598065,3.162163,326.3365,-22.67027
2011-08-17 17:20:00,55,14.47703,10.88582,17.57442,26.14841,103.4937,65.98822,224.3063,11.72231,1.813514,246.195,6.546851,2.95946,326.2414,-13.71891
2011-08-17 17:25:00,56,21.16592,9.629043,18.62961,26.01413,111.5082,65.87691,224.3381,11.72231,1.938063,252.1344,12.03585,2.72973,326.1874,-23.74054
2011-08-17 17:30:00,57,25.88003,9.517013,16.69968,23.85989,38.27015,65.85598,224.4007,11.7232,2.257883,230.4494,11.27741,3.236487,326.127,-16.11891
2011-08-17 17:35:00,58,33.6245,17.82233,22.08715,37.50773,63.94952,65.87985,224.427,11.72851,2.44437,229.215,7.867234,3.824325,326.0946,-21.45405
2011-08-17 17:40:00,59,30.61724,15.62287,22.85069,36.18401,204.4217,65.97072,224.5025,11.72895,2.201577,231.3959,8.432345,3.202703,326.0423,-10.99459
2011-08-17 17:45:00,60,30.57239,16.16162,24.01796,37.9349,234.2761,65.97082,224.5387,11.729,1.901577,231.2935,8.611617,2.554054,325.9473,-22.67027
2011-08-17 17:50:00,61,28.01347,15.26375,24.7138,37.66554,179.3266,65.94838,224.5387,11.72352,1.735586,229.1453,5.747263,2.756757,325.7995,-7.232426
2011-08-17 17:55:00,62,28.61953,14.07407,25.61167,37.35129,202.6936,65.97082,224.6249,11.72352,1.422297,235.9755,9.396295,2.087838,325.6446,-13.0054
2011-08-17 18:00:00,63,22.98541,11.02133,23.68126,32.34568,224.8485,65.94838,224.6465,11.72352,1.053153,234.8988,6.86761,1.554054,325.4977,-13.0054
2011-08-17 18:05:00,64,29.1358,17.80022,29.4725,44.80359,167.9012,129.7194,224.7111,11.72352,1.033333,233.3256,7.078802,1.439189,325.3702,-10.15134
2011-08-17 18:10:00,65,34.11897,45.92593,35.39843,78.87767,0.5387205,193.2884,224.7865,11.729,0.5716217,226.392,17.23088,1.114865,325.1225,1.913521
2011-08-17 18:15:00,66,27.56454,31.51515,35.15151,64.17509,0.8080808,193.266,224.862,11.729,0.6772522,205.0342,10.5087,0.9864866,324.8446,4.086494
2011-08-17 18:20:00,67,34.36588,26.41975,34.54546,58.67565,465.8586,193.266,224.9553,11.729,0.7047299,222.6107,38.58274,1.02027,324.5365,-14.43243
2011-08-17 18:25:00,68,20.15713,48.23793,28.1706,74.05163,531.358,193.3333,224.9733,11.729,0.5817568,292.9211,9.590266,0.8986487,323.7995,-15.24324
2011-08-17 18:30:00,69,14.2312,29.74186,27.74411,55.17396,70.21324,193.266,225.0739,11.72352,0.3470721,296.3737,32.22149,1.074324,323.9315,-33.87567
2011-08-17 18:35:00,70,14.52301,41.41414,30.63973,69.76431,0.4264871,193.3109,225.1313,11.729,0.1527027,303.1501,41.24912,0.2635135,324.0928,-13.71891
2011-08-17 18:40:00,71,14.79237,51.91919,31.44781,81.09988,234.3434,193.2211,225.1852,11.729,0.2054054,192.7092,34.68248,0.4256757,324.0049,-11.96756
2011-08-17 18:45:00,72,13.5578,63.50169,31.04377,92.27834,416.1392,193.3109,225.2857,11.72352,0.3470721,199.65,13.69536,0.6148649,323.932,-13.71891
2011-08-17 18:50:00,73,16.54321,39.37149,30.39282,67.47475,314.6352,193.3109,225.3181,11.729,0.4261261,191.0441,10.29926,0.668919,323.7513,-18.51891
2011-08-17 18:55:00,74,18.96745,16.9697,26.71156,41.3468,242.0876,193.266,225.3971,11.72352,0.4927929,183.3012,12.20185,0.7770271,323.6027,-3.064857
2011-08-17 19:00:00,75,22.53648,12.79461,24.55668,35.01683,209.4052,193.2884,225.4043,11.72352,0.5060812,125.5536,84.99451,1.114865,323.4986,-14.51351
2011-08-17 19:05:00,76,27.56454,54.29854,34.02918,86.0606,41.63861,261.9753,225.5048,11.72352,0.8067568,357.0498,42.91872,1.574324,322.9617,-14.91891
2011-08-17 19:10:00,77,30.07856,56.40853,28.93378,83.0303,0.4489338,330.6173,225.609,11.729,0.7691443,72.89473,45.49348,1.486487,322.4563,-29.3027
2011-08-17 19:15:00,78,18.72054,49.36028,22.11,68.95623,32.92916,284.5571,174.0426,11.65811,0.821847,12.66268,38.35853,1.439189,322.0824,1.524334
2011-08-17 19:20:00,79,0,2.693672,2.693672,2.693672,-31.17926,69.72165,0.1472551,11.63586,0.8211712,20.13962,42.39843,1.47973,321.9428,-26.43243
2011-08-17 19:25:00,80,0,2.693621,2.693621,2.693621,-33.28867,7.048245,0.03591485,11.6358,0.7939188,359.3324,32.40013,1.952703,321.7369,-30.6
2011-08-17 19:30:00,81,0,2.693767,2.693767,2.693767,-34.61492,-36.09669,0,11.6362,2.04955,48.14999,40.08235,3.540541,320.9414,-13.78378
2011-08-17 19:35:00,82,0,2.693869,2.693869,2.693869,-35.49174,-72.08374,0,11.64188,2.811036,358.5238,29.83388,4.702703,321.9347,-28.36216
2011-08-17 19:40:00,83,0,2.694035,2.694035,2.694035,-36.48173,-101.3407,0,11.64851,2.472523,315.3582,15.35955,4.22973,323.0608,-15.85946
2011-08-17 19:45:00,84,0,2.694054,2.694054,2.694054,-37.22285,-123.0509,0,11.64869,2.610811,326.576,13.31841,4.222973,323.127,-27.95675
2011-08-17 19:50:00,85,0,2.69402,2.69402,2.69402,-38.00813,-137.1256,0,11.64871,2.529505,319.7374,6.692945,3.972973,322.723,-19.76756
2011-08-17 19:55:00,86,0,2.694051,2.694051,2.694051,-38.83923,-144.8726,0,11.65415,2.808108,315.7036,8.55772,4.277028,322.5279,-2.351345
2011-08-17 20:00:00,87,0,2.694123,2.694123,2.694123,-39.51381,-148.985,0,11.65419,2.806531,310.7206,10.15449,4.317568,322.4644,-4.34594
2011-08-17 20:05:00,88,0,2.694243,2.694243,2.694243,-40.32383,-151.4389,0,11.66014,2.838965,311.1609,12.00526,4.047297,322.3639,-25.08648
2011-08-17 20:10:00,89,0,2.6944,2.6944,2.6944,-41.24678,-153.0644,0,11.66048,2.64482,308.0746,10.65706,4.358109,322.1775,-14.2054
2011-08-17 20:15:00,90,0,2.6945,2.6945,2.6945,-42.01175,-154.3499,0,11.66155,2.354279,310.3085,9.603036,3.891892,321.9878,-16.67027
2011-08-17 20:20:00,91,0,2.694509,2.694509,2.694509,-42.86515,-155.3385,0,11.66164,1.808802,307.7808,14.09457,2.445946,321.7861,2.013489
2011-08-17 20:25:00,92,0,2.69451,2.69451,2.69451,-43.67351,-156.4388,0,11.66165,2.183477,306.0754,12.05554,3.304215,321.4964,-14.44666
2011-08-17 20:30:00,93,0,2.69451,2.69451,2.69451,-44.48187,-157.4267,0,11.66165,2.107662,312.3733,10.20045,3.648916,321.482,-9.692219
2011-08-17 20:35:00,94,0,2.69451,2.69451,2.69451,-45.40249,-158.28,0,11.66165,2.348862,308.5662,11.93347,3.716951,321.7594,-11.56586
2011-08-17 20:40:00,95,0,2.69451,2.69451,2.69451,-46.21084,-159.2231,0,11.66165,2.254344,311.2179,12.26691,4.534727,321.8589,-17.69619
2011-08-17 20:45:00,96,0,2.69451,2.69451,2.69451,-47.04165,-160.009,0,11.66713,2.011225,313.1305,13.74073,3.338816,321.6038,-1.618389
2011-08-17 20:50:00,97,0,2.694617,2.694617,2.694617,-48.00909,-160.8013,0,11.66713,2.413424,318.5739,14.4197,3.568771,321.6803,-19.34844
2011-08-17 20:55:00,98,17.85319,193.0862,0.4939912,187.719,-33.84089,-111.1337,69.36191,11.66765,2.945589,324.7857,9.23485,4.961133,321.6249,-17.77494
2011-08-17 21:00:00,99,4.177145,68.6076,1.953815,67.79912,0.6512756,6.737334,229.6084,11.72912,2.868085,331.7878,8.230053,4.42717,321.4488,-33.70464
2011-08-17 21:05:00,100,4.042505,3.368776,3.728172,4.222284,0.6512928,6.737508,229.0432,11.74039,2.471555,333.6436,13.07613,3.927001,321.3578,-35.55391
2011-08-17 21:10:00,101,4.042992,6.828161,14.4874,18.88976,0.673832,6.760781,228.9269,11.74681,3.208256,330.7881,7.94958,4.758363,321.3582,-20.81619
2011-08-17 21:15:00,102,4.043114,6.199439,14.84721,18.59832,0.6513906,6.738524,228.8726,11.74781,3.322014,326.2838,7.904737,4.746197,321.1678,-17.68353
2011-08-17 21:20:00,103,4.043125,6.154535,13.8814,17.6999,0.6738542,6.671156,228.7906,11.74787,3.408057,321.1245,9.250539,5.517069,321.1211,-21.10377
2011-08-17 21:25:00,104,4.043126,5.929917,13.58939,16.95867,0.584007,6.738543,228.787,11.74788,3.451195,326.0965,8.719296,5.409025,321.035,-11.77285
2011-08-17 21:30:00,105,4.088049,7.659477,17.16082,22.41688,0.4941598,6.738543,228.7798,11.74788,3.154382,333.4199,9.458596,4.34753,320.8602,-27.62678
2011-08-17 21:35:00,106,4.043126,7.367473,16.89128,21.96765,0.3593889,6.895775,228.6864,11.74788,3.194275,31.47883,35.56004,4.577416,320.7137,-21.84991
2011-08-17 21:40:00,107,3.97574,6.603772,17.20575,21.60826,8.872415,6.783467,228.6792,11.74788,2.644579,334.8397,10.70498,4.03651,320.5384,-25.53348
2011-08-17 21:45:00,108,3.369271,7.165317,18.57592,23.20305,44.96854,7.053008,228.6792,11.74239,2.351363,19.66956,43.27374,4.164975,320.5253,-13.23328
2011-08-17 21:50:00,109,3.369271,7.142855,18.10422,22.93351,28.88589,6.918237,228.6792,11.74788,2.163624,350.6283,35.28226,4.043272,320.4266,-21.21705
2011-08-17 21:55:00,110,3.369271,7.187779,18.50853,23.33782,52.94249,6.963161,228.6396,11.74239,2.468334,331.1296,10.17282,4.198782,320.3779,-20.97364
2011-08-17 22:00:00,111,3.34681,7.142855,19.20485,23.85444,57.09792,7.030547,228.5821,11.74239,2.305611,327.9932,15.93396,3.908045,320.2256,-21.84991
2011-08-17 22:05:00,112,3.369271,6.985623,18.1716,22.8212,42.67744,27.20125,228.6001,11.74239,2.024791,328.5478,20.46712,4.124407,320.1823,36.14602
2011-08-17 22:10:00,113,3.34681,7.726862,19.51931,24.77538,7.097931,49.97753,228.6792,11.74239,2.689429,349.0788,33.38269,4.361054,320.1693,-24.34889
2011-08-17 22:15:00,114,3.34681,7.142855,20.57502,25.38184,48.65228,49.99999,228.6792,11.74239,2.160919,342.2993,26.03672,3.67816,320.1471,-17.77689
2011-08-17 22:20:00,115,3.369271,8.625335,21.67565,27.83018,68.23898,49.95507,228.6792,11.74239,2.438809,2.838849,38.10815,4.523325,320.0223,-25.1278
2011-08-17 22:25:00,116,3.661275,9.56873,21.76549,28.95327,66.46449,49.95506,228.6792,11.74239,2.387424,336.1418,14.58091,3.867477,319.9222,-28.24342
2011-08-17 22:30:00,117,4.043126,8.962262,21.92273,28.48157,43.30637,49.97753,228.6792,11.74239,1.439035,345.3507,30.76276,3.076402,319.9118,-29.28196
2011-08-17 22:35:00,118,4.043126,11.47798,22.88858,32.12038,26.28032,50.04491,228.6792,11.74239,1.521974,65.42865,20.07046,3.414469,319.9479,-13.70387
2011-08-17 22:40:00,119,4.110511,12.19676,23.04581,33.04132,67.07096,49.91014,228.6792,11.74239,1.747126,22.77505,43.96665,2.765381,319.8429,-20.97364
2011-08-17 22:45:00,120,4.043126,10.26505,22.75381,30.66037,33.73764,49.97753,228.6792,11.74239,1.410412,4.703343,33.60642,3.01555,319.7933,-18.94524
2011-08-17 22:50:00,121,4.043126,10.19766,22.68643,30.39083,22.84366,50.06737,228.6792,11.74239,0.9436556,9.486553,37.21449,1.643002,319.7406,-20.14605
2011-08-17 22:55:00,122,4.043126,8.018866,21.04671,26.54986,39.66755,49.97753,228.6792,11.74239,0.9211177,72.38975,45.5463,1.798512,319.7081,-45.11968
2011-08-17 23:00:00,123,4.043126,7.524706,19.22731,24.39352,73.18057,50.08984,228.6792,11.74239,0.8825781,79.24918,33.49902,1.83908,319.6342,-13.37932
2011-08-17 23:05:00,124,3.796046,5.637914,17.16082,20.48517,11.52291,39.57771,228.7151,11.74239,1.142439,86.65677,24.56826,2.028397,319.5382,-16.4138
2011-08-17 23:10:00,125,3.459119,5.503143,16.73405,19.99101,14.98203,29.04312,228.787,11.74239,0.662159,32.14038,59.38952,1.406355,319.457,21.46043
2011-08-17 23:15:00,126,3.391733,5.188678,16.3522,19.22731,39.33063,28.9982,228.787,11.74239,0.6709487,96.65678,17.7089,1.183232,319.3854,-2.182571
2011-08-17 23:20:00,127,3.369271,4.896674,15.56603,18.03683,5.974841,28.97573,228.787,11.74239,0.5625421,71.16135,52.23974,0.8722107,319.2849,-14.43409
2011-08-17 23:25:00,128,3.301911,5.031485,16.3074,19.22746,15.34154,28.97595,228.7887,11.74239,0.8740138,104.8778,13.82988,1.446923,319.243,6.49897
2011-08-17 23:30:00,129,2.76291,5.435968,16.15066,19.45268,20.10409,29.0667,228.8424,11.74265,0.9729546,93.60237,11.94,1.588911,319.1713,-5.525368
2011-08-17 23:35:00,130,2.717987,5.211344,14.57829,17.54336,25.96688,29.0218,228.8713,11.74266,1.028623,95.09801,10.30689,1.555104,319.0937,-4.746464
2011-08-17 23:40:00,131,2.807878,6.761359,16.42046,20.8906,51.68743,29.0222,228.907,11.73751,1.075727,103.2396,11.19793,1.703854,319.0198,-17.93916
2011-08-17 23:45:00,132,2.718074,6.491927,16.17366,20.23954,29.89881,29.00027,228.9109,11.7374,1.214334,115.0581,9.22023,1.960784,318.9738,-16.25153
2011-08-17 23:50:00,133,3.279789,6.087827,17.02794,20.98166,76.31129,29.00141,228.9202,11.73829,1.487266,115.9402,9.981671,2.028397,318.9855,-5.525368
2011-08-17 23:55:00,134,3.324731,6.110311,17.38744,21.22885,8.559032,29.00153,228.9211,11.7432,1.701149,115.1784,11.51681,2.129817,318.9671,-24.28399
2011-08-18 00:00:00,135,3.414708,7.323655,18.08447,23.09422,14.78209,29.02502,228.994,11.73843,2.08384,108.6941,8.051096,2.907369,318.9684,3.626759
2011-08-18 00:05:00,136,3.751641,6.02061,16.71392,20.5105,58.94793,32.01252,229.031,11.74361,2.009465,102.9437,10.89708,2.542258,318.9815,-2.166344
2011-08-18 00:10:00,137,4.043795,5.36926,15.97299,18.93844,15.70336,34.93389,229.0405,11.74417,2.109082,99.92462,10.7162,2.974983,318.9806,-2.182571
2011-08-18 00:15:00,138,4.133804,6.223177,16.60262,20.46683,77.10445,34.91266,229.1243,11.73968,2.249493,101.5469,8.769194,3.164299,318.959,-13.72009
2011-08-18 00:20:00,139,4.628143,5.189798,15.86148,18.872,80.56558,34.82338,229.1602,11.73967,1.665765,99.86311,13.41398,2.819472,318.9107,-15.4564
2011-08-18 00:25:00,140,4.785451,5.07752,15.3449,17.97353,22.19744,34.75631,229.1626,11.73934,1.620689,100.1719,15.6284,2.96146,318.826,-13.70387
2011-08-18 00:30:00,141,4.942714,4.785447,15.79422,18.10831,45.11348,34.84614,229.1623,11.73923,1.903763,93.94023,10.37999,2.988505,318.7674,-2.182571
2011-08-18 00:35:00,142,5.212478,4.763125,14.8286,17.18769,79.40043,34.80227,229.1695,11.7396,2.174667,94.00938,12.55284,3.21839,318.7119,-4.324558
2011-08-18 00:40:00,143,5.257511,4.246449,14.10989,15.81746,72.50418,34.89278,229.2132,11.73974,1.480279,102.5274,12.52929,2.265043,318.6439,-20.01624
2011-08-18 00:45:00,144,5.077681,4.403651,13.92991,16.04187,27.70273,34.82479,229.2697,11.73953,1.830065,107.7064,10.70555,2.724813,318.6479,-19.46451
2011-08-18 00:50:00,145,5.234979,4.201461,12.78412,14.51413,35.83602,34.91483,229.2787,11.73961,1.630155,102.1791,11.58829,2.528735,318.6137,-14.88845
2011-08-18 00:55:00,146,5.347434,4.471166,12.55973,14.46952,60.9562,34.87066,229.2834,11.73986,2.131169,91.46405,12.32019,3.42123,318.698,-22.5639
2011-08-18 01:00:00,147,5.392286,3.909405,13.05382,14.26709,49.654,34.82518,229.28,11.73436,2.005409,93.83786,12.1258,2.718052,318.6867,-15.86208
2011-08-18 01:05:00,148,5.909347,4.021949,12.29054,13.34658,35.88295,39.8151,229.2916,11.74035,1.720306,90.58119,9.135784,2.6572,318.6858,-20.63287
2011-08-18 01:10:00,149,6.134133,4.291646,13.4142,15.34657,67.09349,44.73648,229.3096,11.74082,1.139058,79.55174,12.67711,1.791751,318.6944,-11.30224
2011-08-18 01:15:00,150,6.066733,3.887203,13.70632,14.78485,67.74519,45.25333,229.389,11.73537,1.140185,356.1523,58.20798,2.386747,319.1902,-15.21299
2011-08-18 01:20:00,151,5.415121,3.864734,12.58285,13.45916,22.98618,45.41062,229.4034,11.73537,1.841334,310.1026,25.26043,3.029073,319.4962,-11.38338
2011-08-18 01:25:00,152,7.527243,3.752387,12.67273,13.36928,25.99707,45.36568,229.4034,11.73537,1.388325,306.9493,30.85139,3.711967,319.4656,0.3488693
2011-08-18 01:30:00,153,9.549367,3.864686,12.98714,14.02072,51.70138,45.29771,229.4006,11.73506,0.7097136,238.3724,19.3164,1.149425,319.0329,-13.72009
2011-08-18 01:35:00,154,9.212422,4.066948,14.11074,15.66112,38.93934,45.41051,229.4028,11.73531,0.3630831,262.2057,46.59862,0.6964163,318.9103,-11.30224
2011-08-18 01:40:00,155,7.864283,4.403998,13.7962,15.95326,36.71497,45.38815,229.4034,11.73537,0.4347531,336.6848,27.28195,0.8451654,318.606,26.42594
2011-08-18 01:45:00,156,6.605998,4.965734,14.13324,16.8071,63.1839,45.32074,229.4285,11.73537,0.5483434,357.5935,27.15158,1.12238,318.4302,-27.69169
2011-08-18 01:50:00,157,5.325243,5.280304,15.07695,17.77328,51.54476,45.23086,229.504,11.73537,1.105702,355.8934,17.85118,1.676808,318.487,-54.83976
2011-08-18 01:55:00,158,4.111897,5.033141,15.54881,18.15526,31.29985,45.43309,229.5112,11.73537,0.7207571,319.2686,37.79299,1.406355,318.4014,-14.43409
2011-08-18 02:00:00,159,4.269182,5.100549,15.7061,18.40242,43.63554,45.38815,229.5112,11.73537,0.4626999,144.7036,100.938,0.7437456,318.3901,-1.371212
2011-08-18 02:05:00,160,4.6961,4.448937,15.86338,17.77328,46.3768,44.84888,229.5112,11.73537,0.3452783,111.3618,74.76278,0.7572682,318.4352,-20.97364
2011-08-18 02:10:00,161,4.561285,4.336591,16.20042,17.99797,43.02887,44.26468,229.5759,11.73537,0.6303807,4.662337,12.51562,1.061528,318.3414,0.2515068
